book_id,isbn,title,author_id,genre,language,format,pages,price,copies_sold,rating,status,publish_date
230,ISBN-100230,The Endless Road 249,46,Non-Fiction,Spanish,Hardcover,900,1025.56,194193,2.4,published,2007-01-18
231,ISBN-100231,Shattered Illusions 554,32,Self-Help,Spanish,Hardcover,830,862.65,320376,2.9,published,1984-12-31
232,ISBN-100232,The Wandering Soul 415,22,Self-Help,French,E-Book,424,662.79,478216,3.88,out_of_print,1994-09-15
233,ISBN-100233,Beyond the Horizon 814,34,Fantasy,English,E-Book,855,2063.59,34298,3.05,out_of_print,2010-10-23
234,ISBN-100234,Voices from the Past 735,5,History,French,Paperback,467,1997.68,55119,1.04,published,1998-03-02
235,ISBN-100235,Dark Reflections 103,34,Fantasy,French,Paperback,674,319.23,33928,4.36,published,2001-10-16
236,ISBN-100236,Beneath the Surface 785,9,Non-Fiction,English,Audiobook,539,1208.16,489098,2.13,published,2014-08-19
237,ISBN-100237,Echoes in the Dark 793,47,Biography,Japanese,Audiobook,834,2165.94,383381,3.95,published,2018-05-17
238,ISBN-100238,The Missing Piece 824,19,Mystery,Spanish,Paperback,595,1790.58,405659,3.99,upcoming,1994-11-30
239,ISBN-100239,Whispers of Time 48,19,Mystery,Filipino,Paperback,388,2248.25,89861,3.46,out_of_print,2017-08-06
240,ISBN-100240,The Golden Age 546,33,Non-Fiction,French,Hardcover,571,1920.98,344868,4.07,upcoming,1985-04-13
241,ISBN-100241,Dark Reflections 205,2,Science Fiction,Japanese,Paperback,572,1695.25,499046,2.42,upcoming,1991-01-13
242,ISBN-100242,Shattered Illusions 747,47,Biography,French,Audiobook,431,1064.31,3264,2.97,published,2021-03-23
243,ISBN-100243,Into the Unknown 168,2,Science Fiction,English,Paperback,628,179.27,343632,2.6,published,1999-05-25
244,ISBN-100244,Whispers of Time 258,33,Non-Fiction,Filipino,Hardcover,543,752.54,123922,2.75,published,1988-10-29
245,ISBN-100245,Voices from the Past 173,10,Fiction,Japanese,E-Book,240,2242.45,258895,1.26,published,2010-10-08
246,ISBN-100246,The Missing Piece 750,20,Self-Help,French,Paperback,706,1804.92,415752,1.16,upcoming,2009-12-28
247,ISBN-100247,The Unfinished Story 507,20,Self-Help,English,Audiobook,750,1478.71,275990,3.46,published,2013-12-24
248,ISBN-100248,Whispers of Time 116,12,Biography,Spanish,Hardcover,98,2223.88,448324,3.53,published,1989-05-04
249,ISBN-100249,The Turning Point 509,11,Self-Help,Japanese,E-Book,479,460.32,244939,1.93,upcoming,1993-02-04
250,ISBN-100250,The Unfinished Story 106,1,Science Fiction,French,Audiobook,180,2319.87,197814,4.38,out_of_print,2004-05-20
251,ISBN-100251,Searching for Light 799,9,Non-Fiction,English,E-Book,724,700.92,459902,2.9,published,2008-08-10
252,ISBN-100252,The Lost Kingdom 125,15,Mystery,Spanish,Paperback,550,710.59,124370,3.36,published,1984-01-22
253,ISBN-100253,The Open Door 758,26,Mystery,English,Hardcover,323,1952.29,345383,2.14,published,1999-06-14
254,ISBN-100254,Whispers of Time 66,26,Mystery,Japanese,Audiobook,861,1905.88,91021,2.08,published,1993-06-10
255,ISBN-100255,Beyond the Clouds 844,36,Mystery,French,Hardcover,691,1878.35,312867,3.34,upcoming,2016-02-01
256,ISBN-100256,Beyond the Horizon 205,9,Non-Fiction,Filipino,Hardcover,388,1813.22,104102,4.48,published,2004-10-26
257,ISBN-100257,The Awakening 909,2,Science Fiction,Japanese,E-Book,730,2006.38,231881,4.27,published,2014-10-04
258,ISBN-100258,Letters to Nobody 765,31,Non-Fiction,Filipino,Hardcover,445,1015.95,396293,1.42,upcoming,1982-05-10
259,ISBN-100259,Dark Reflections 23,27,Mystery,Japanese,Audiobook,320,416.38,279982,1.55,upcoming,2000-08-15
260,ISBN-100260,The Long Walk Home 710,44,Science Fiction,Spanish,Audiobook,274,2313.15,344878,2.27,upcoming,2015-06-04
261,ISBN-100261,The Final Chapter 527,4,Non-Fiction,Spanish,E-Book,713,2152.7,123442,3.17,published,2001-04-15
262,ISBN-100262,The Turning Point 129,17,Fantasy,Japanese,E-Book,897,408.95,355081,3.81,out_of_print,2020-07-13
263,ISBN-100263,The Perfect Storm 717,24,Self-Help,English,Audiobook,327,849.31,299772,3.94,out_of_print,2018-12-18
264,ISBN-100264,The Golden Age 687,24,Self-Help,French,Hardcover,396,1067.34,203008,1.91,upcoming,1983-02-25
265,ISBN-100265,Broken Silence 953,35,History,Filipino,Hardcover,659,1967.56,459205,2.88,published,1993-02-21
266,ISBN-100266,Beyond the Clouds 415,3,History,French,Hardcover,424,838.45,222463,3.4,out_of_print,2015-09-20
267,ISBN-100267,The Missing Piece 558,17,Fantasy,French,E-Book,852,342.91,289318,4.57,out_of_print,1998-10-09
268,ISBN-100268,Beneath the Surface 930,5,History,Japanese,Hardcover,705,888.96,429594,1.15,published,1996-02-20
269,ISBN-100269,A New Beginning 783,32,Self-Help,English,Hardcover,706,1885.6,415634,4.18,upcoming,2017-08-31
270,ISBN-100270,Fragments of Hope 362,39,History,Japanese,Paperback,753,1500.14,306697,1.18,published,2022-11-17
271,ISBN-100271,The Endless Road 435,5,History,Spanish,E-Book,793,1998.36,260144,2.74,published,2023-04-05
272,ISBN-100272,Into the Unknown 915,42,Fantasy,Spanish,Hardcover,135,2415.78,449532,2.69,out_of_print,2021-10-09
273,ISBN-100273,Whispers of Time 172,34,Fantasy,English,Audiobook,885,222.94,200385,1.13,out_of_print,1998-02-14
274,ISBN-100274,Shadows of Tomorrow 823,25,Biography,English,Paperback,215,2318.95,407159,2.97,published,2017-05-21
275,ISBN-100275,The Unfinished Story 979,10,Fiction,English,Hardcover,457,1118.16,312838,2.27,out_of_print,1988-10-11
276,ISBN-100276,Into the Unknown 546,48,Mystery,Japanese,Paperback,730,461.28,107056,4.16,upcoming,1994-12-22
277,ISBN-100277,Shattered Illusions 915,40,History,Filipino,Paperback,847,1075.59,171955,1.04,out_of_print,2008-11-13
278,ISBN-100278,Letters to Nobody 113,18,History,English,E-Book,691,1131.91,447848,4.52,out_of_print,1982-08-25
279,ISBN-100279,The Awakening 456,8,Science Fiction,French,E-Book,873,1352.38,250719,1.01,published,1996-12-17
280,ISBN-100280,The Missing Piece 358,19,Mystery,English,E-Book,550,505.41,62794,1.26,published,2007-08-09
281,ISBN-100281,Beyond the Horizon 767,1,Science Fiction,Filipino,Paperback,740,2017.07,72323,4.48,published,2003-03-30
282,ISBN-100282,Fragments of Hope 672,29,Self-Help,French,Paperback,663,874.9,349902,3.63,published,2006-03-29
283,ISBN-100283,A Thousand Miles 588,14,Fantasy,Spanish,Hardcover,644,2276.7,277877,4.95,upcoming,2005-11-17
284,ISBN-100284,The Awakening 651,39,History,French,Audiobook,301,757.07,150828,3.92,published,1996-08-22
285,ISBN-100285,The Missing Piece 371,40,History,Filipino,Hardcover,212,380.66,388280,3.99,published,2018-03-26
286,ISBN-100286,Echoes in the Dark 881,8,Science Fiction,Japanese,Audiobook,133,2330.54,330544,3.29,out_of_print,2011-03-11
287,ISBN-100287,Whispers of Time 240,19,Mystery,Japanese,Hardcover,600,2375.57,280471,2.69,upcoming,1996-01-13
288,ISBN-100288,The Unfinished Story 637,28,Fiction,Japanese,Audiobook,350,763.16,45302,3.47,published,2000-01-24
289,ISBN-100289,Beyond the Horizon 526,19,Mystery,Japanese,E-Book,335,2493.7,438545,1.2,published,1997-01-27
290,ISBN-100290,The Burning Sky 695,42,Fantasy,English,Audiobook,341,2307.64,73048,3.48,published,2013-02-26
291,ISBN-100291,Whispers of Time 657,17,Fantasy,Japanese,Hardcover,682,1703.11,408925,3.49,out_of_print,2006-05-18
292,ISBN-100292,Letters to Nobody 503,18,History,French,Hardcover,519,422.4,205275,3.98,out_of_print,2009-04-21
293,ISBN-100293,The Hidden Truth 849,44,Science Fiction,French,E-Book,317,659.98,459814,2.42,published,2007-12-11
294,ISBN-100294,The Turning Point 838,26,Mystery,Filipino,Paperback,224,460.97,409110,1.64,published,1982-09-19
295,ISBN-100295,Through the Fire 609,25,Biography,Filipino,Audiobook,328,2189.27,28691,2.27,published,1989-11-11
296,ISBN-100296,The Wandering Soul 589,40,History,English,Audiobook,200,366.78,36637,3.98,published,1981-06-09
297,ISBN-100297,The Unseen Path 194,43,Science Fiction,English,Hardcover,116,2308.55,492434,1.52,out_of_print,2013-03-02
298,ISBN-100298,Letters to Nobody 379,11,Self-Help,English,E-Book,239,2025.79,380623,2.72,published,1987-09-11
299,ISBN-100299,The Unseen Path 909,10,Fiction,English,Audiobook,304,1597.31,416571,2.39,upcoming,1985-11-09
300,ISBN-100300,When Stars Fall 252,44,Science Fiction,English,Paperback,552,428.34,85443,4.3,published,1987-12-28
301,ISBN-100301,The Hidden Truth 596,7,History,Spanish,Paperback,288,310.43,312915,2.85,published,2011-03-23
302,ISBN-100302,Beyond the Clouds 850,5,History,French,E-Book,554,636.27,169145,2.0,published,2011-12-08
303,ISBN-100303,Beyond the Horizon 555,35,History,Filipino,Hardcover,589,1842.29,473434,4.78,published,2002-08-30
304,ISBN-100304,A New Beginning 457,6,History,Japanese,Audiobook,713,1733.06,93194,2.52,published,2021-02-22
305,ISBN-100305,A Thousand Miles 147,45,Mystery,Japanese,Audiobook,889,1117.61,304492,3.1,published,2018-04-23
306,ISBN-100306,A Thousand Miles 985,1,Science Fiction,French,Hardcover,598,932.11,465909,4.33,upcoming,2008-12-13
307,ISBN-100307,The Silent Storm 209,10,Fiction,French,Audiobook,192,1743.55,442917,1.86,published,1994-02-22
308,ISBN-100308,Letters to Nobody 304,4,Non-Fiction,Spanish,E-Book,696,1739.5,235768,3.27,upcoming,2023-10-04
309,ISBN-100309,Whispers of Time 881,14,Fantasy,French,Audiobook,348,566.29,218496,3.64,upcoming,2004-04-23
310,ISBN-100310,Beneath the Surface 243,29,Self-Help,Spanish,Audiobook,200,2148.24,462282,4.82,published,1995-11-30
311,ISBN-100311,A New Beginning 110,21,Fantasy,Spanish,Audiobook,432,437.37,84145,2.5,published,2019-10-15
312,ISBN-100312,Whispers of Time 143,37,Mystery,Spanish,Paperback,198,714.98,121287,2.92,upcoming,1992-12-17
313,ISBN-100313,The Wandering Soul 439,23,Science Fiction,Spanish,Hardcover,824,682.5,174594,4.79,out_of_print,1993-03-09
314,ISBN-100314,Shattered Illusions 57,12,Biography,English,Hardcover,319,2230.08,218041,1.23,published,2010-11-18
315,ISBN-100315,The Final Chapter 29,5,History,French,Paperback,317,895.76,314546,2.82,published,1987-04-12
316,ISBN-100316,A Thousand Miles 79,30,Fiction,Spanish,Audiobook,620,2044.4,53094,4.39,published,2012-07-07
317,ISBN-100317,Searching for Light 169,6,History,Spanish,Hardcover,340,538.11,102194,1.48,published,2003-08-01
318,ISBN-100318,The Hidden Truth 719,18,History,Filipino,E-Book,225,2081.82,144850,3.13,published,2007-09-21
319,ISBN-100319,The Unseen Path 94,35,History,Spanish,E-Book,504,1271.96,199590,3.8,published,1994-04-25
320,ISBN-100320,The Turning Point 565,31,Non-Fiction,English,Paperback,213,2037.18,115426,4.66,out_of_print,2015-04-16
321,ISBN-100321,The Lost Kingdom 109,50,Self-Help,English,E-Book,602,609.45,346407,4.29,upcoming,2004-10-09
322,ISBN-100322,The Broken Mirror 636,9,Non-Fiction,Spanish,Hardcover,513,1816.23,473231,3.8,published,2004-03-27
323,ISBN-100323,The Missing Piece 404,39,History,Filipino,E-Book,456,531.3,425658,2.03,published,1992-11-12
324,ISBN-100324,Letters to Nobody 845,10,Fiction,French,Hardcover,622,403.9,211653,4.58,published,2023-10-05
325,ISBN-100325,The Awakening 638,18,History,French,Paperback,696,2277.58,264508,1.57,upcoming,2006-05-15
326,ISBN-100326,Forgotten Dreams 552,18,History,French,Audiobook,532,2136.4,17688,3.96,published,2023-06-09
327,ISBN-100327,Voices from the Past 243,17,Fantasy,Filipino,E-Book,842,691.28,97776,2.17,upcoming,2011-10-14
328,ISBN-100328,Voices from the Past 256,10,Fiction,French,Audiobook,820,2271.04,443480,2.57,published,2021-12-10
329,ISBN-100329,Letters to Nobody 486,1,Science Fiction,Filipino,E-Book,271,1315.41,408809,3.81,published,1987-11-19
330,ISBN-100330,Racing Against Time 297,24,Self-Help,Japanese,Audiobook,856,2225.74,183887,2.37,published,1991-02-02
331,ISBN-100331,When Stars Fall 289,16,Self-Help,Filipino,Hardcover,632,221.79,236158,3.97,published,1992-03-22
332,ISBN-100332,Shadows of Tomorrow 138,28,Fiction,English,Hardcover,226,1085.4,412325,1.71,published,1982-06-23
333,ISBN-100333,The Missing Piece 38,16,Self-Help,Filipino,E-Book,706,914.76,397250,1.39,upcoming,2006-06-30
334,ISBN-100334,The Turning Point 808,14,Fantasy,French,Audiobook,226,283.44,178617,4.55,upcoming,1987-08-21
335,ISBN-100335,The Last Sunrise 262,41,History,Japanese,Hardcover,858,1750.32,124397,1.42,published,2007-03-16
336,ISBN-100336,The Long Walk Home 676,6,History,Japanese,E-Book,332,1288.34,450854,2.61,out_of_print,2015-10-31
337,ISBN-100337,The Open Door 707,6,History,English,Audiobook,395,538.2,497153,3.01,published,2005-08-19
338,ISBN-100338,Shattered Illusions 366,23,Science Fiction,Japanese,Hardcover,142,1728.38,274346,1.95,published,1988-08-29
339,ISBN-100339,The Unseen Path 321,14,Fantasy,English,Hardcover,487,1241.91,186614,2.12,published,1987-07-19
340,ISBN-100340,Echoes in the Dark 835,11,Self-Help,Filipino,E-Book,182,2146.94,199989,4.22,out_of_print,1986-10-16
341,ISBN-100341,Shattered Illusions 379,15,Mystery,Japanese,E-Book,377,430.28,233820,3.93,published,2022-01-01
342,ISBN-100342,Fragments of Hope 307,16,Self-Help,French,Audiobook,776,1234.31,408862,1.83,published,2016-04-17
343,ISBN-100343,A New Beginning 425,8,Science Fiction,Japanese,Audiobook,150,631.44,22714,2.33,published,1981-06-25
344,ISBN-100344,Letters to Nobody 148,50,Self-Help,English,Paperback,844,855.25,397063,4.89,published,2005-09-21
345,ISBN-100345,Falling into Place 682,50,Self-Help,Japanese,E-Book,256,1600.2,59872,4.73,published,1989-12-08
346,ISBN-100346,Broken Silence 517,5,History,Japanese,Audiobook,563,1699.8,5630,2.23,published,1992-07-16
347,ISBN-100347,Forgotten Dreams 295,32,Self-Help,Spanish,Paperback,585,934.98,157695,1.62,published,2020-12-22
348,ISBN-100348,The Missing Piece 460,43,Science Fiction,Filipino,E-Book,103,904.12,209718,4.81,published,2003-09-10
349,ISBN-100349,Voices from the Past 541,33,Non-Fiction,French,Hardcover,683,1688.77,53506,3.7,published,2013-04-24
350,ISBN-100350,Forgotten Dreams 954,36,Mystery,Filipino,Audiobook,199,223.22,9177,2.75,published,2001-01-20
351,ISBN-100351,Shattered Illusions 788,13,Self-Help,French,Paperback,202,368.08,232691,2.63,published,1998-06-28
352,ISBN-100352,The Turning Point 346,47,Biography,English,Paperback,160,1190.44,201515,3.18,published,1981-07-14
353,ISBN-100353,The Silent Storm 168,1,Science Fiction,Spanish,Audiobook,496,1750.61,342658,4.09,published,2013-09-10
354,ISBN-100354,Shadows of Tomorrow 956,16,Self-Help,Filipino,Audiobook,446,1289.27,433128,3.65,upcoming,1996-03-10
355,ISBN-100355,Voices from the Past 32,2,Science Fiction,Japanese,Paperback,483,270.43,496899,2.38,upcoming,2013-01-20
356,ISBN-100356,The Unfinished Story 708,29,Self-Help,Filipino,Audiobook,631,2351.18,183650,1.71,out_of_print,2005-03-22
357,ISBN-100357,Whispers of Time 235,44,Science Fiction,Filipino,Audiobook,793,1295.88,154559,2.4,published,1986-08-24
358,ISBN-100358,The Lost Kingdom 68,20,Self-Help,Spanish,Audiobook,840,233.99,387992,3.44,published,1985-12-21
359,ISBN-100359,Beneath the Surface 573,1,Science Fiction,Spanish,Hardcover,804,1756.78,344826,1.13,published,2008-12-06
360,ISBN-100360,Voices from the Past 755,42,Fantasy,English,Hardcover,181,1322.05,194830,1.54,published,1983-03-15
361,ISBN-100361,The Broken Mirror 17,10,Fiction,French,Paperback,214,2038.05,215306,4.0,published,2018-03-23
362,ISBN-100362,Whispers of Time 560,24,Self-Help,English,Audiobook,532,681.43,236304,3.27,published,2015-08-28
363,ISBN-100363,The Long Walk Home 517,32,Self-Help,French,Hardcover,751,795.6,109659,4.43,published,1981-09-30
364,ISBN-100364,The Awakening 786,6,History,Filipino,Audiobook,759,1409.26,114252,1.1,published,2022-12-21
365,ISBN-100365,Through the Fire 641,18,History,English,Hardcover,571,2084.03,96220,4.31,published,2017-04-27
366,ISBN-100366,The Awakening 763,31,Non-Fiction,French,Audiobook,378,701.85,266353,1.4,published,2013-10-03
367,ISBN-100367,Beyond the Horizon 86,35,History,French,E-Book,300,2446.47,289336,3.44,published,2003-01-09
368,ISBN-100368,When Stars Fall 923,10,Fiction,English,Paperback,196,169.47,167356,4.15,upcoming,2004-06-25
369,ISBN-100369,Beneath the Surface 187,30,Fiction,English,Hardcover,413,2391.31,398744,2.22,published,2013-05-02
370,ISBN-100370,The Missing Piece 396,47,Biography,English,Audiobook,121,1052.15,405737,3.94,published,2016-02-29
371,ISBN-100371,The Empty Canvas 327,3,History,English,E-Book,494,1207.7,188675,1.8,upcoming,2001-07-22
372,ISBN-100372,Shattered Illusions 575,40,History,Japanese,Audiobook,888,1556.94,171893,3.2,published,2018-11-11
373,ISBN-100373,The Open Door 57,43,Science Fiction,French,E-Book,579,579.8,206789,2.72,published,2020-03-09
374,ISBN-100374,The Unseen Path 108,9,Non-Fiction,Japanese,Paperback,708,1236.98,392466,4.31,upcoming,1997-06-30
375,ISBN-100375,Voices from the Past 548,42,Fantasy,Filipino,Hardcover,570,2497.76,296975,2.93,out_of_print,2013-02-17
376,ISBN-100376,The Unfinished Story 252,17,Fantasy,Spanish,Paperback,691,879.45,199371,1.15,published,1981-10-06
377,ISBN-100377,The Last Sunrise 382,33,Non-Fiction,Filipino,Hardcover,557,1091.97,224406,4.85,published,1990-12-08
378,ISBN-100378,Beyond the Horizon 877,24,Self-Help,Spanish,Hardcover,794,2078.25,267053,4.24,published,2005-05-17
379,ISBN-100379,The Silent Storm 553,19,Mystery,Japanese,Audiobook,496,1534.36,306181,1.17,published,1984-05-28
380,ISBN-100380,The Open Door 247,17,Fantasy,Spanish,Paperback,174,1325.11,389530,2.4,published,1983-02-14
381,ISBN-100381,Forgotten Dreams 565,46,Non-Fiction,English,Hardcover,117,378.98,127657,4.9,published,2002-12-09
382,ISBN-100382,Searching for Light 827,46,Non-Fiction,English,Paperback,650,1353.63,418480,1.58,out_of_print,2000-12-07
383,ISBN-100383,Fragments of Hope 857,22,Self-Help,Spanish,Paperback,196,1975.55,328,4.5,published,1986-02-02
384,ISBN-100384,Beyond the Horizon 753,38,Fantasy,Spanish,Audiobook,296,776.05,171001,4.3,published,1986-12-08
385,ISBN-100385,The Broken Mirror 405,45,Mystery,English,Hardcover,161,1278.57,398038,2.21,out_of_print,1986-01-08
386,ISBN-100386,Broken Silence 402,5,History,Japanese,Audiobook,517,1264.22,315895,1.02,out_of_print,2016-10-12
387,ISBN-100387,Shadows of Tomorrow 55,6,History,Spanish,Audiobook,441,686.07,461746,1.02,out_of_print,2009-03-06
388,ISBN-100388,The Perfect Storm 485,45,Mystery,French,Audiobook,242,835.13,401877,2.36,out_of_print,1980-06-26
389,ISBN-100389,The Endless Road 910,5,History,Japanese,Audiobook,459,2496.47,166672,2.13,published,2007-05-09
390,ISBN-100390,Beyond the Clouds 30,37,Mystery,English,Paperback,145,2048.81,333322,4.77,published,1995-01-17
391,ISBN-100391,The Golden Age 679,23,Science Fiction,English,Paperback,766,1106.15,480603,1.43,published,2008-07-25
392,ISBN-100392,The Turning Point 570,37,Mystery,English,Audiobook,680,1113.4,319217,4.98,out_of_print,2020-05-11
393,ISBN-100393,Shadows of Tomorrow 511,23,Science Fiction,Filipino,Audiobook,879,1116.47,309419,2.03,upcoming,2004-02-26
394,ISBN-100394,Falling into Place 186,31,Non-Fiction,Spanish,Hardcover,431,2234.33,153074,1.35,published,2001-07-19
395,ISBN-100395,Dark Reflections 755,46,Non-Fiction,Japanese,E-Book,330,1978.06,194035,1.42,upcoming,1989-10-02
396,ISBN-100396,Broken Silence 940,4,Non-Fiction,Spanish,Paperback,396,1718.48,361571,3.4,upcoming,1993-10-23
397,ISBN-100397,Falling into Place 362,31,Non-Fiction,English,Audiobook,569,1503.09,492221,2.82,published,2013-12-08
398,ISBN-100398,Searching for Light 629,31,Non-Fiction,Japanese,Hardcover,130,523.81,396331,4.82,published,1981-03-19
399,ISBN-100399,Letters to Nobody 711,13,Self-Help,French,Paperback,503,744.07,409526,2.28,upcoming,2010-02-16
400,ISBN-100400,Dark Reflections 423,31,Non-Fiction,Japanese,Paperback,846,1583.0,160947,2.96,upcoming,2007-06-20
401,ISBN-100401,Beyond the Horizon 605,31,Non-Fiction,French,E-Book,140,1290.35,456548,3.83,upcoming,1999-06-01
402,ISBN-100402,When Stars Fall 63,15,Mystery,Japanese,Hardcover,770,1192.04,54795,4.53,published,1983-01-11
403,ISBN-100403,Fragments of Hope 795,12,Biography,French,Audiobook,288,1729.0,317372,2.09,published,1982-03-15
404,ISBN-100404,The Empty Canvas 242,24,Self-Help,French,Audiobook,85,1612.08,212512,2.1,out_of_print,1984-11-08
405,ISBN-100405,The Last Sunrise 500,18,History,French,Hardcover,194,952.38,64236,2.84,out_of_print,1996-07-25
406,ISBN-100406,The Unfinished Story 131,50,Self-Help,English,Audiobook,695,2029.56,27395,2.16,published,1995-12-02
407,ISBN-100407,When Stars Fall 592,25,Biography,Japanese,Paperback,733,739.31,26658,2.25,published,1991-06-09
408,ISBN-100408,The Unseen Path 911,15,Mystery,Spanish,Hardcover,140,935.95,247401,4.43,upcoming,2020-01-24
409,ISBN-100409,The Final Chapter 708,43,Science Fiction,Japanese,Audiobook,855,2452.28,54952,1.27,published,2006-01-13
410,ISBN-100410,The Long Walk Home 625,50,Self-Help,English,Paperback,383,423.46,412351,3.45,out_of_print,2023-08-05
411,ISBN-100411,The Empty Canvas 116,41,History,Filipino,Audiobook,227,720.44,383384,1.03,published,1994-06-28
412,ISBN-100412,When Stars Fall 789,23,Science Fiction,Japanese,Paperback,395,988.42,47638,2.09,published,2003-05-18
413,ISBN-100413,The Turning Point 595,30,Fiction,English,Paperback,747,1503.92,463064,2.8,upcoming,1984-07-21
414,ISBN-100414,Shattered Illusions 855,26,Mystery,Spanish,E-Book,571,469.49,2779,3.02,out_of_print,1982-08-10
415,ISBN-100415,The Lost Kingdom 960,32,Self-Help,French,Paperback,438,707.95,423622,4.79,published,1988-01-24
416,ISBN-100416,Beyond the Clouds 615,6,History,English,Hardcover,862,2098.85,297204,2.65,published,2019-06-17
417,ISBN-100417,The Last Sunrise 323,3,History,Japanese,Paperback,628,2194.28,499954,3.19,published,1995-03-08
418,ISBN-100418,Falling into Place 624,28,Fiction,Spanish,E-Book,774,699.98,104198,2.94,published,2018-07-20
419,ISBN-100419,The Unfinished Story 237,41,History,English,E-Book,457,1623.05,329087,1.05,out_of_print,2022-01-28
420,ISBN-100420,The Open Door 807,49,History,English,Audiobook,407,1833.07,132420,2.29,upcoming,1980-01-24
421,ISBN-100421,Falling into Place 359,21,Fantasy,Japanese,Audiobook,565,1199.57,188129,2.54,out_of_print,2014-06-10
422,ISBN-100422,The Awakening 619,35,History,Filipino,Hardcover,651,633.47,265294,1.0,out_of_print,1993-07-29
423,ISBN-100423,The Silent Storm 57,19,Mystery,English,Hardcover,750,1512.25,337804,1.46,upcoming,1995-04-14
424,ISBN-100424,The Golden Age 708,15,Mystery,Japanese,Paperback,666,1203.89,68411,1.66,published,1985-07-09
425,ISBN-100425,The Last Sunrise 194,43,Science Fiction,Filipino,E-Book,126,1135.59,185464,1.42,published,1999-01-10
426,ISBN-100426,Searching for Light 12,38,Fantasy,Japanese,Paperback,405,759.72,148016,4.96,published,2011-09-21
427,ISBN-100427,The Final Chapter 833,9,Non-Fiction,Filipino,Hardcover,508,362.54,26027,3.82,upcoming,1986-11-13
428,ISBN-100428,Shadows of Tomorrow 346,40,History,French,Paperback,787,616.61,58169,4.84,published,2016-05-25
429,ISBN-100429,Shadows of Tomorrow 556,41,History,Filipino,E-Book,329,1340.78,102443,3.34,published,1985-01-23
430,ISBN-100430,Beyond the Clouds 217,34,Fantasy,Spanish,E-Book,557,2386.19,48839,2.39,out_of_print,2014-12-02
431,ISBN-100431,The Lost Kingdom 109,36,Mystery,French,Hardcover,130,1202.13,369041,1.32,published,2013-12-27
432,ISBN-100432,The Endless Road 60,48,Mystery,Japanese,E-Book,842,307.58,391405,3.58,upcoming,1993-09-25
433,ISBN-100433,The Unseen Path 858,41,History,Spanish,E-Book,885,2038.43,90997,1.06,published,2002-06-11
434,ISBN-100434,Dark Reflections 688,21,Fantasy,French,Audiobook,477,1744.46,55602,4.62,published,1999-06-17
435,ISBN-100435,Forgotten Dreams 651,11,Self-Help,Japanese,Hardcover,738,1594.86,171772,3.98,published,1988-06-17
436,ISBN-100436,Shadows of Tomorrow 306,26,Mystery,French,Hardcover,725,1023.13,178889,2.41,out_of_print,1987-07-08
437,ISBN-100437,Racing Against Time 490,21,Fantasy,English,Audiobook,780,1282.14,326478,1.36,published,2010-06-21
438,ISBN-100438,The Burning Sky 556,18,History,Japanese,Audiobook,825,286.09,435128,3.55,published,1984-11-05
439,ISBN-100439,The Burning Sky 271,3,History,French,Paperback,435,1435.93,114907,1.32,published,2017-12-30
440,ISBN-100440,Whispers of Time 273,15,Mystery,French,Paperback,550,514.03,212624,2.6,published,2011-02-10
441,ISBN-100441,The Long Walk Home 608,5,History,Spanish,Audiobook,846,164.53,202193,2.87,published,2004-12-08
442,ISBN-100442,Searching for Light 416,42,Fantasy,Japanese,E-Book,727,323.2,132727,3.92,upcoming,2019-07-10
443,ISBN-100443,Through the Fire 385,27,Mystery,English,E-Book,434,1271.12,226395,3.41,upcoming,2015-09-08
444,ISBN-100444,Into the Unknown 63,19,Mystery,English,Paperback,228,2152.38,278122,2.18,published,1982-12-02
445,ISBN-100445,The Burning Sky 699,46,Non-Fiction,Filipino,Paperback,771,586.03,462856,1.99,published,1999-04-17
446,ISBN-100446,Shadows of Tomorrow 444,38,Fantasy,Japanese,Hardcover,375,869.5,477078,3.6,upcoming,2009-02-11
447,ISBN-100447,The Missing Piece 689,27,Mystery,Filipino,Hardcover,518,151.92,76642,1.44,published,2019-04-20
448,ISBN-100448,The Last Sunrise 174,20,Self-Help,English,Hardcover,373,1008.47,114725,2.18,published,2023-09-01
449,ISBN-100449,The Empty Canvas 120,2,Science Fiction,Japanese,Paperback,143,2281.79,232463,4.58,upcoming,1994-04-25
450,ISBN-100450,Beyond the Horizon 265,42,Fantasy,English,Audiobook,576,2465.35,138327,1.28,published,1994-04-25
451,ISBN-100451,The Burning Sky 558,12,Biography,Japanese,Paperback,640,420.71,106642,3.86,upcoming,1982-04-06
452,ISBN-100452,Fragments of Hope 745,35,History,French,Hardcover,164,2093.75,111846,2.48,published,2016-10-01
453,ISBN-100453,The Missing Piece 935,38,Fantasy,Filipino,E-Book,80,1296.68,27373,1.37,published,1998-02-04
454,ISBN-100454,A Thousand Miles 188,17,Fantasy,French,Paperback,392,1970.94,179021,2.63,published,1999-08-29
455,ISBN-100455,The Hidden Truth 766,19,Mystery,Spanish,Audiobook,748,1394.4,462305,3.08,out_of_print,2015-01-08
456,ISBN-100456,The Unfinished Story 250,15,Mystery,French,Hardcover,500,455.05,311768,4.62,published,2006-03-24
457,ISBN-100457,The Unseen Path 510,41,History,English,Audiobook,190,1027.92,220055,1.07,published,2003-03-14
458,ISBN-100458,The Missing Piece 886,33,Non-Fiction,Filipino,Hardcover,651,2030.28,347643,1.21,upcoming,2020-04-12
